"Customer Purchase Or","Overall status","Item category","Material group","Material - Model Number (Key)"
"101-0017619-001","C","OP Sales Item","Accessory","A20976A"
"101-0017619-001","C","OP Sales Item","Accessory","A4824"
"101-0017619-001","C","OP Sales Item","Accessory","A4827"
"101-0017619-001","C","OP Sales Item","Accessory","A5976"
"101-0017619-001","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017619-001","C","OP Sales Item","Accessory","OL-0015-21"
"101-0017619-001","C","OP Sales Item","Accessory","OL-0015-10"
"101-0017619-001","C","OP Sales Item","Accessory","WA03310A"
"101-0017619-001","C","OP Sales Item","Accessory","WA05970A"
"101-0017619-001","C","OP Sales Item","Accessory","WA05974A"
"101-0017619-001","C","OP Sales Item","Accessory","WA05990A"
"101-0017619-001","C","Sales Return Item","Capital","LTF-190-10-3D"
"101-0017619-001","C","Sales Explanation","Capital","CV-190"
"101-0017619-001","C","Sales Explanation","Capital","CLV-190"
"101-0017619-001","C","Sales Explanation","Capital","3DV-190"
"101-0017619-001","C","Sales Explanation","Capital","LTF-190-10-3D"
"101-0017619-001","C","Sales Explanation","Capital","LMD-X310ST"
"101-0017619-001","C","Sales Explanation","Accessory","MAJ-1948"
"101-0017619-001","C","Sales Explanation","Accessory","BKM-30G"
"101-0017619-001","C","Sales Explanation","Accessory","BKM-31G"
"101-0017619-001","C","Pric.at Header Level","Capital","3D-TOWER-KIT-4K3D"
"101-0017619-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017619-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0017620-001","C","OP Sales Item","Capital","ENF-GP"
"101-0017620-001","C","OP Sales Item","Capital","WA91502A"
"101-0017620-001","C","OP Sales Item","Accessory","MAJ-900"
"101-0017622-001","C","OP Sales Item","Accessory","MAJ-619"
"101-0017622-001","C","Sales Explanation","Capital","WA90002A"
"101-0017622-001","C","Sales Explanation","Accessory","WA95622A"
"101-0017622-001","C","Pric.at Header Level","Capital","90002A"
"101-0017629-001","C","Lease Trade-In Ret.","Capital","ENF-P4"
"101-0017629-001","C","Lease Trade Value","Capital","ENF-P4"
"101-0017629-001","C","OP Sales Item","Capital","ENF-GP"
"101-0017629-001","C","OP Sales Item","Capital","WA91502A"
"101-0017629-001","C","OP Sales Item","Accessory","WA23080A"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","GIF-2T160"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","GIF-160"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","CF-Q160L"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","CLV-180"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","CV-180"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","GIF-Q180"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","CF-Q180AL"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","PCF-Q180AL"
"101-0017630-001","C","Lease Trade-In Ret.","Capital","TJF-160F"
"101-0017630-001","C","Lease Trade Value","Capital","GIF-2T160"
"101-0017630-001","C","Lease Trade Value","Capital","GIF-160"
"101-0017630-001","C","Lease Trade Value","Capital","CF-Q160L"
"101-0017630-001","C","Lease Trade Value","Capital","CLV-180"
"101-0017630-001","C","Lease Trade Value","Capital","CV-180"
"101-0017630-001","C","Lease Trade Value","Capital","GIF-Q180"
"101-0017630-001","C","Lease Trade Value","Capital","CF-Q180AL"
"101-0017630-001","C","Lease Trade Value","Capital","PCF-Q180AL"
"101-0017630-001","C","Lease Trade Value","Capital","TJF-160F"
"101-0017630-001","C","OP Sales Item","Capital","CV-190"
"101-0017630-001","C","OP Sales Item","Capital","CLV-190"
"101-0017630-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017630-001","C","OP Sales Item","Capital","GIF-H190"
"101-0017630-001","C","OP Sales Item","Capital","TJF-Q180V"
"101-0017630-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017630-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017630-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017630-001","C","OP Sales Item","Accessory","CV-SDI-10"
"101-0017630-001","C","OP Sales Item","Accessory","CV-SDI-50"
"101-0017630-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017630-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0017634-001","C","CPO Pric.at Hdr Lvl","Capital","CF-H180AL-SVCAM"
"101-0017634-001","C","CPO Pric.at Hdr Lvl","Capital","GIF-H180J-SVCAM"
"101-0017634-001","C","CPO Kit itm Lvl Pric","Capital","GIF-H180J"
"101-0017634-001","C","CPO Kit itm Lvl Pric","Capital","CF-H180AL"
"101-0017640-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017640-001","C","OP Sales Item","Capital","MAJ-1912"
"101-0017640-001","C","OP Sales Item","Capital","EU-ME2"
"101-0017640-001","C","OP Sales Item","Capital","MAJ-2056"
"101-0017640-001","C","OP Sales Item","Capital","MAJ-679"
"101-0017640-001","C","OP Sales Item","Capital","BF-UC180F"
"101-0017640-001","C","OP Sales Item","Accessory","MAJ-840"
"101-0017640-001","C","OP Sales Item","Accessory","MAJ-1513"
"101-0017640-001","C","OP Sales Item","Accessory","MAJ-1515"
"101-0017640-001","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017640-001","C","OP Sales Item","Accessory","MAJ-1352"
"101-0017640-001","C","OP Sales Item","Accessory","CV-SDI-10"
"101-0017640-001","C","OP Sales Item","Single-Disposable","MAJ-1414"
"101-0017640-001","C","OP Sales Item","Single-Disposable","BW-400B"
"101-0017640-001","C","OP Sales Item","Single-Disposable","BW-411B"
"101-0017640-001","C","OP Sales Item","Single-Disposable","MAJ-1351"
"101-0017640-001","C","OP Sales Item","Single-Disposable","NA-201SX-4022-A"
"101-0017640-001","C","OP Sales Item","Single-Disposable","NA-201SX-4021"
"101-0017640-001","C","Pric.at Item Level","Capital","BF-UC180F-KIT"
"101-0017640-001","C","Pric.at Item Level","Capital","EBUS-TBNA-KIT"
"101-0017641-001","A","Lease Trade-In Ret.","Capital","CV-180"
"101-0017641-001","C","Lease Trade-In Ret.","Capital","CLV-180"
"101-0017641-001","C","Lease Trade-In Ret.","Capital","CV-180"
"101-0017641-001","C","Lease Trade-In Ret.","Capital","PCF-H180AL"
"101-0017641-001","C","Lease Trade Value","Capital","CLV-180"
"101-0017641-001","C","Lease Trade Value","Capital","CV-180"
"101-0017641-001","C","Lease Trade Value","Capital","PCF-H180AL"
"101-0017641-001","C","OP Sales Item","Capital","K10020639"
"101-0017641-001","C","OP Sales Item","Capital","K10021764"
"101-0017641-001","C","OP Sales Item","Capital","CV-190"
"101-0017641-001","C","OP Sales Item","Capital","CLV-190"
"101-0017641-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017641-001","C","OP Sales Item","Capital","GIF-HQ190"
"101-0017641-001","C","OP Sales Item","Capital","GIF-H190"
"101-0017641-001","C","OP Sales Item","Capital","OEV-262H"
"101-0017641-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017641-001","C","OP Sales Item","Capital","OEP-5"
"101-0017641-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017641-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017641-001","C","Pric.at Item Level","Capital","190-TOWER-KIT"
"101-0017641-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017641-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0017643-001","A","Lease Trade-In Ret.","Accessory","COMPEXCHANGE"
"101-0017643-001","C","Lease Trade Value","Accessory","COMPEXCHANGE"
"101-0017643-001","C","OP Sales Item","Capital","K10021769"
"101-0017643-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017643-001","C","OP Sales Item","Capital","CV-190"
"101-0017643-001","C","OP Sales Item","Capital","CLV-190"
"101-0017643-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017643-001","C","OP Sales Item","Capital","GIF-HQ190"
"101-0017643-001","C","OP Sales Item","Capital","BF-1TH190"
"101-0017643-001","C","OP Sales Item","Capital","UWIT-TX"
"101-0017643-001","C","OP Sales Item","Capital","UWIT-RX"
"101-0017643-001","C","OP Sales Item","Capital","MAF-GM"
"101-0017643-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017643-001","C","OP Sales Item","Capital","LMD-X310S"
"101-0017643-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017643-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017643-001","C","OP Sales Item","Accessory","MAJ-2011"
"101-0017643-001","C","OP Sales Item","Accessory","HP-USB"
"101-0017643-001","C","OP Sales Item","Accessory","OL-0014-14"
"101-0017643-001","C","OP Sales Item","Accessory","OL-0014-10"
"101-0017643-001","C","OP Sales Item","Accessory","OL-0015-10"
"101-0017644-001","C","OP Sales Item","Capital","CV-190"
"101-0017644-001","C","OP Sales Item","Capital","CLV-190"
"101-0017644-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017644-001","C","OP Sales Item","Capital","GIF-H190"
"101-0017644-001","C","OP Sales Item","Capital","OEV-262H"
"101-0017644-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017644-001","C","OP Sales Item","Capital","OEP-5"
"101-0017644-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017644-001","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017644-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017644-002","C","OP Sales Item","Capital","CV-190"
"101-0017644-002","C","OP Sales Item","Capital","CLV-190"
"101-0017644-002","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017644-002","C","OP Sales Item","Capital","GIF-H190"
"101-0017644-002","C","OP Sales Item","Capital","OEV-262H"
"101-0017644-002","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017644-002","C","OP Sales Item","Capital","OEP-5"
"101-0017644-002","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017644-002","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017644-002","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017644-003","C","OP Sales Item","Capital","CV-190"
"101-0017644-003","C","OP Sales Item","Capital","CLV-190"
"101-0017644-003","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017644-003","C","OP Sales Item","Capital","GIF-H190"
"101-0017644-003","C","OP Sales Item","Capital","OEV-262H"
"101-0017644-003","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017644-003","C","OP Sales Item","Capital","OEP-5"
"101-0017644-003","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017644-003","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017644-003","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017646-001","A","OP Sales Item","Capital","SAFESTACKTRAY"
"101-0017646-001","A","OP Sales Item","Accessory","LINERDISPENSER"
"101-0017646-001","A","OP Sales Item","Accessory","SAFESTACKLID"
"101-0017646-001","A","OP Sales Item","Single-Disposable","SAFESTACKLINERPACK"
"101-0017646-001","A","Sales Explanation","Capital","IS40116"
"101-0017646-001","A","Sales Explanation","Capital","5SHELFBOXA"
"101-0017646-001","A","Sales Explanation","Capital","5SHELFBOXB"
"101-0017646-001","A","Sales Explanation","Accessory","MAJ-2011"
"101-0017646-001","A","Sales Explanation","Accessory","IS40119"
"101-0017646-001","A","Pric.at Header Level","Capital","IS40120"
"101-0017646-001","A","Pric.at Header Level","Capital","SAFESTACKCART5"
"101-0017646-001","A","Oly.Third Party Item","Capital","SCOPELOCKER18SH"
"101-0017646-001","A","Oly.Third Party Item","Accessory","LOCKERSENSOR"
"101-0017646-001","A","Oly.Third Party Item","Accessory","LOCKERLED"
"101-0017646-001","C","OP Sales Item","Capital","MU-1"
"101-0017646-001","C","OP Sales Item","Capital","OFP-2"
"101-0017646-001","C","OP Sales Item","Capital","K10020639"
"101-0017646-001","C","OP Sales Item","Capital","UCR"
"101-0017646-001","C","OP Sales Item","Capital","CV-190"
"101-0017646-001","C","OP Sales Item","Capital","CLV-190"
"101-0017646-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017646-001","C","OP Sales Item","Capital","GIF-HQ190"
"101-0017646-001","C","OP Sales Item","Capital","ALT-PRO"
"101-0017646-001","C","OP Sales Item","Capital","OEV-262H"
"101-0017646-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017646-001","C","OP Sales Item","Capital","IS20299"
"101-0017646-001","C","OP Sales Item","Accessory","MB-155"
"101-0017646-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017646-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017646-001","C","OP Sales Item","Accessory","IS72039"
"101-0017646-001","C","OP Sales Item","Accessory","IS72040"
"101-0017646-001","C","OP Sales Item","Single-Disposable","BW-412T"
"101-0017646-001","C","OP Sales Item","Single-Disposable","ARV110"
"101-0017646-001","C","OP Sales Item","Single-Disposable","ARV120"
"101-0017646-001","C","OP Sales Item","Single-Disposable","345SVVO"
"101-0017646-001","C","Pric.at Item Level","Capital","CF-HQ190L-ECV120"
"101-0017646-001","C","Pric.at Item Level","Capital","PCF-H190DL-ECV110"
"101-0017646-001","C","Pric.at Item Level","Capital","CF-HQ190L-AWSCBKIT"
"101-0017646-001","C","Pric.at Item Level","Capital","GIF-HQ190-AWSCBKIT"
"101-0017646-001","C","Pric.at Item Level","Capital","190-TOWER-KIT-OEV"
"101-0017648-001","A","Lease Trade-In Ret.","Capital","CV-160"
"101-0017648-001","A","Lease Trade-In Ret.","Capital","CLV-160"
"101-0017648-001","A","Lease Trade-In Ret.","Capital","GIF-160"
"101-0017648-001","A","Lease Trade-In Ret.","Capital","CF-Q160L"
"101-0017648-001","A","Lease Trade-In Ret.","Capital","CLV-180"
"101-0017648-001","A","Lease Trade-In Ret.","Capital","CV-180"
"101-0017648-001","A","Lease Trade-In Ret.","Capital","TJF-160F"
"101-0017648-001","C","Lease Trade Value","Capital","CV-160"
"101-0017648-001","C","Lease Trade Value","Capital","CLV-160"
"101-0017648-001","C","Lease Trade Value","Capital","GIF-160"
"101-0017648-001","C","Lease Trade Value","Capital","CF-Q160L"
"101-0017648-001","C","Lease Trade Value","Capital","CLV-180"
"101-0017648-001","C","Lease Trade Value","Capital","CV-180"
"101-0017648-001","C","Lease Trade Value","Capital","TJF-160F"
"101-0017648-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017648-001","C","OP Sales Item","Capital","CV-190"
"101-0017648-001","C","OP Sales Item","Capital","CLV-190"
"101-0017648-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017648-001","C","OP Sales Item","Capital","GIF-H190"
"101-0017648-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017648-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017648-001","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017648-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017649-001","C","OP Sales Item","Capital","K10029889"
"101-0017649-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017649-001","C","OP Sales Item","Capital","CV-190"
"101-0017649-001","C","OP Sales Item","Capital","CLV-190"
"101-0017649-001","C","OP Sales Item","Accessory","MAJ-1686"
"101-0017649-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017649-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017649-001","C","Demo Item","Capital","OEP-5"
"101-0017649-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017649-001SALESSUPPORT","C","Oly Item Cat DB Memo","Repair","TRAVEL (BILLABLE)"
"101-0017651-001","C","OP Sales Item","Capital","TC-C1"
"101-0017651-001","C","OP Sales Item","Capital","CYF-V2"
"101-0017651-001","C","OP Sales Item","Capital","CV-170"
"101-0017651-001","C","OP Sales Item","Capital","LMD-2110MD/OL"
"101-0017651-001","C","OP Sales Item","Accessory","FG-53SX-1"
"101-0017651-001","C","OP Sales Item","Accessory","WA23080A"
"101-0017654-001","C","OP Sales Item","Capital","OFP-2"
"101-0017654-001","C","OP Sales Item","Capital","K10021764"
"101-0017654-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017654-001","C","OP Sales Item","Capital","CV-190"
"101-0017654-001","C","OP Sales Item","Capital","CLV-190"
"101-0017654-001","C","OP Sales Item","Capital","GIF-HQ190"
"101-0017654-001","C","OP Sales Item","Capital","OEV-262H"
"101-0017654-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017654-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017654-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017654-001","C","OP Sales Item","Accessory","OL-0015-07"
"101-0017654-001","C","OP Sales Item","Accessory","55645L10-1"
"101-0017659-001","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017659-001","C","OP Sales Item","Capital","OFP-2"
"101-0017659-001","C","OP Sales Item","Accessory","MAJ-865"
"101-0017659-001","C","OP Sales Item","Accessory","MF01-0033PL"
"101-0017659-001","C","Install Item","Capital","OER-PRO"
"101-0017662-001","A","OP Sales Item","Capital","HYF-V"
"101-0017662-001","C","OP Sales Item","Capital","OTV-SI(A)"
"101-0017664-001","C","Oly Item Cat DB Memo","Repair","LABOR (BILLABLE)"
"101-0017664-001","C","OP Sales Item","Capital","MU-1"
"101-0017664-001","C","OP Sales Item","Capital","OFP-2"
"101-0017664-001","C","OP Sales Item","Capital","K10020639"
"101-0017664-001","C","OP Sales Item","Capital","CV-190"
"101-0017664-001","C","OP Sales Item","Capital","CLV-190"
"101-0017664-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017664-001","C","OP Sales Item","Capital","GIF-H190"
"101-0017664-001","C","OP Sales Item","Capital","OEV-262H"
"101-0017664-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017664-001","C","OP Sales Item","Capital","OEP-5"
"101-0017664-001","C","OP Sales Item","Accessory","MAJ-865"
"101-0017664-001","C","OP Sales Item","Accessory","MAJ-854"
"101-0017664-001","C","OP Sales Item","Accessory","MB-155"
"101-0017664-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017664-001","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017664-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017664-001","C","OP Sales Item","Accessory","MF01-0033PL"
"101-0017664-001","C","OP Sales Item","Accessory","OL-0015-08"
"101-0017664-001","C","OP Sales Item","Accessory","55556L25-1"
"101-0017664-001","C","Install Item","Capital","OER-PRO"
"101-0017666-001","C","OP Sales Item","Capital","CV-190"
"101-0017666-001","C","OP Sales Item","Capital","CLV-190"
"101-0017666-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017666-001","C","OP Sales Item","Capital","GIF-H190"
"101-0017666-001","C","OP Sales Item","Capital","OEV-262H"
"101-0017666-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017666-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017666-001","C","OP Sales Item","Accessory","MAJ-1951"
"101-0017666-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017667-001","A","OP Sales Item","Capital","CV-170"
"101-0017667-001","C","OP Sales Item","Capital","ENF-V3"
"101-0017668-001","C","OP Sales Item","Capital","CYF-5"
"101-0017668-001","C","OP Sales Item","Capital","WA2T412A"
"101-0017668-001","C","OP Sales Item","Capital","WA2T430A"
"101-0017668-001","C","OP Sales Item","Capital","WA2T470A"
"101-0017668-001","C","OP Sales Item","Accessory","03664"
"101-0017668-001","C","OP Sales Item","Accessory","75U"
"101-0017668-001","C","OP Sales Item","Accessory","A0393"
"101-0017668-001","C","OP Sales Item","Accessory","A20712A"
"101-0017668-001","C","OP Sales Item","Accessory","A20718A"
"101-0017668-001","C","OP Sales Item","Accessory","A20911A"
"101-0017668-001","C","OP Sales Item","Accessory","A20914A"
"101-0017668-001","C","OP Sales Item","Accessory","A20924A"
"101-0017668-001","C","OP Sales Item","Accessory","A20972A"
"101-0017668-001","C","OP Sales Item","Accessory","A20976A"
"101-0017668-001","C","OP Sales Item","Accessory","A22026A"
"101-0017668-001","C","OP Sales Item","Accessory","A22040T"
"101-0017668-001","C","OP Sales Item","Accessory","A22071A"
"101-0017668-001","C","OP Sales Item","Accessory","A3550"
"101-0017668-001","C","OP Sales Item","Accessory","A3551"
"101-0017668-001","C","OP Sales Item","Accessory","A42091A"
"101-0017668-001","C","OP Sales Item","Accessory","A5976"
"101-0017668-001","C","OP Sales Item","Accessory","C650-129A"
"101-0017668-001","C","OP Sales Item","Accessory","WA03300A"
"101-0017668-001","C","OP Sales Item","Accessory","WA05970A"
"101-0017668-001","C","OP Sales Item","Accessory","WA05991A"
"101-0017668-001","C","OP Sales Item","Accessory","WA22067A"
"101-0017668-001","C","OP Sales Item","Accessory","WA22367A"
"101-0017668-001","C","OP Sales Item","Accessory","WA33026A"
"101-0017668-001","C","OP Sales Item","Multi-Disposable","256F6"
"101-0017668-001","C","OP Sales Item","Multi-Disposable","A3555"
"101-0017668-001","C","OP Sales Item","Multi-Disposable","A3558"
"101-0017668-001","C","OP Sales Item","Multi-Disposable","BE-558"
"101-0017670-001","A","OP Sales Item","Accessory","OL-0015-02"
"101-0017670-001","A","OP Sales Item","Single-Disposable","NM-610L-0426"
"101-0017670-001","C","OP Sales Item","Capital","MU-1"
"101-0017670-001","C","OP Sales Item","Capital","OFP-2"
"101-0017670-001","C","OP Sales Item","Capital","K10020639"
"101-0017670-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017670-001","C","OP Sales Item","Capital","CV-190"
"101-0017670-001","C","OP Sales Item","Capital","CLV-190"
"101-0017670-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017670-001","C","OP Sales Item","Capital","GIF-H190"
"101-0017670-001","C","OP Sales Item","Capital","OEV-262H"
"101-0017670-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017670-001","C","OP Sales Item","Accessory","MB-155"
"101-0017670-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017670-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017670-001","C","OP Sales Item","Accessory","OIS-09670"
"101-0017670-001","C","OP Sales Item","Accessory","OIS-09680"
"101-0017670-001","C","OP Sales Item","Single-Disposable","BD-410X-0855"
"101-0017670-001","C","OP Sales Item","Single-Disposable","BD-410X-1055"
"101-0017670-001","C","OP Sales Item","Single-Disposable","BD-410X-1355"
"101-0017670-001","C","OP Sales Item","Single-Disposable","BD-410X-1555"
"101-0017670-001","C","OP Sales Item","Single-Disposable","BD-410X-1855"
"101-0017670-001","C","OP Sales Item","Single-Disposable","BD-410X-2055"
"101-0017670-001","C","OP Sales Item","Single-Disposable","MAJ-1740"
"101-0017670-001","C","OP Sales Item","Single-Disposable","BW-412T"
"101-0017670-001","C","OP Sales Item","Single-Disposable","SD-210U-15"
"101-0017670-001","C","OP Sales Item","Single-Disposable","FB-230U.A"
"101-0017670-001","C","OP Sales Item","Single-Disposable","HX-202UR.A"
"101-0017670-001","C","OP Sales Item","Single-Disposable","FB-225U"
"101-0017670-001","C","OP Sales Item","Single-Disposable","ET2213"
"101-0017670-001","C","OP Sales Item","Single-Disposable","345SVVO"
"101-0017670-001","C","Demo Item","Capital","OEP-5"
"101-0017670-001","C","Pric.at Item Level","Capital","190-TOWER-KIT-OEV"
"101-0017677-001","C","Demo Item","Capital","ENF-VH"
"101-0017681-001","C","OP Sales Item","Capital","MDCONS100"
"101-0017681-001","C","OP Sales Item","Capital","MDHP100S"
"101-0017681-001","C","OP Sales Item","Capital","MDHPTRAY"
"101-0017681-001","C","OP Sales Item","Accessory","MDFS100"
"101-0017682-001","A","Lease Trade-In Ret.","Capital","CLV-180"
"101-0017682-001","A","Lease Trade-In Ret.","Capital","CV-180"
"101-0017682-001","A","Lease Trade-In Ret.","Capital","CF-H180AL"
"101-0017682-001","A","Lease Trade-In Ret.","Capital","GIF-H180"
"101-0017682-001","A","Lease Trade-In Ret.","Capital","PCF-H180AL"
"101-0017682-001","C","Lease Trade Value","Capital","CLV-180"
"101-0017682-001","C","Lease Trade Value","Capital","CV-180"
"101-0017682-001","C","Lease Trade Value","Capital","CF-H180AL"
"101-0017682-001","C","Lease Trade Value","Capital","GIF-H180"
"101-0017682-001","C","Lease Trade Value","Capital","PCF-H180AL"
"101-0017682-001","C","OP Sales Item","Capital","OFP-2"
"101-0017682-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017682-001","C","OP Sales Item","Capital","CV-190"
"101-0017682-001","C","OP Sales Item","Capital","CLV-190"
"101-0017682-001","C","OP Sales Item","Capital","CF-HQ190L"
"101-0017682-001","C","OP Sales Item","Capital","GIF-HQ190"
"101-0017682-001","C","OP Sales Item","Capital","TJF-Q180V"
"101-0017682-001","C","OP Sales Item","Capital","PCF-H190DL"
"101-0017682-001","C","OP Sales Item","Accessory","MAJ-1918"
"101-0017682-001","C","OP Sales Item","Accessory","MAJ-1916"
"101-0017685-001","A","Lease Trade-In Ret.","Capital","GIF-160"
"101-0017685-001","A","Lease Trade-In Ret.","Capital","CLV-180"
"101-0017685-001","A","Lease Trade-In Ret.","Capital","CV-180"
"101-0017685-001","A","Lease Trade-In Ret.","Capital","GIF-Q180"
"101-0017685-001","A","Lease Trade-In Ret.","Capital","CF-Q180AL"
"101-0017685-001","A","Lease Trade-In Ret.","Capital","PCF-Q180AL"
"101-0017685-001","A","OP Sales Item","Single-Disposable","NM-610U-0525"
"101-0017685-001","C","Lease Trade Value","Capital","GIF-160"
"101-0017685-001","C","Lease Trade Value","Capital","CLV-180"
"101-0017685-001","C","Lease Trade Value","Capital","CV-180"
"101-0017685-001","C","Lease Trade Value","Capital","GIF-Q180"
"101-0017685-001","C","Lease Trade Value","Capital","CF-Q180AL"
"101-0017685-001","C","Lease Trade Value","Capital","PCF-Q180AL"
"101-0017685-001","C","OP Sales Item","Capital","K10029884"
"101-0017685-001","C","OP Sales Item","Capital","MAJ-1430"
"101-0017685-001","C","OP Sales Item","Capital","UCR"
"101-0017685-001","C","OP Sales Item","Capital","CV-190"
"101-0017685-001","C","OP Sales Item","Capital","CLV-190"
"101-0017685-001","C","OP Sales Item","Capital","LMD-2110MD/OL"
"101-0017685-001","C","OP Sales Item","Accessory","OIS-09681"
"101-0017685-001","C","OP Sales Item","Accessory","OL-0014-13"
"101-0017685-001","C","OP Sales Item","Accessory","OL-0014-10"
"101-0017685-001","C","OP Sales Item","Single-Disposable","BW-412T"
"101-0017685-001","C","OP Sales Item","Single-Disposable","SD-240U-15"
"101-0017685-001","C","OP Sales Item","Single-Disposable","FB-220U.A"
"101-0017685-001","C","OP Sales Item","Single-Disposable","NM-610U-0426"
"101-0017685-001","C","OP Sales Item","Single-Disposable","HX-202UR.A"
"101-0017685-001","C","OP Sales Item","Single-Disposable","ET2213"
"101-0017685-001","C","OP Sales Item","Single-Disposable","ET1111"
"101-0017685-001","C","OP Sales Item","Single-Disposable","345SVVO"
"101-0017685-001","C","Cert Pre Owned Item","Capital","CF-H180AL"
"101-0017685-001","C","Cert Pre Owned Item","Capital","GIF-H180"
"101-0017685-001","C","Cert Pre Owned Item","Capital","PCF-H180AL"
"101-0017685-001","C","CPO Kit Itm price it","Capital","BTF-H-6"
"101-0017685-001","C","Pric.at Item Level","Capital","BTTF5"
"102-0008173-006","A","FIS Return Item","Capital","OEV-191H"
"102-0008173-006","A","FIS Return Item","Capital","CF-HQ190L"
"102-0008173-006","A","FIS Return Item","Capital","GIF-XP180N"
"102-0008173-006","A","FIS Return Item","Capital","TJF-Q180V"
